OBJECTID,REGIONNAME,ZONENAME,WOREDANO_,WOREDANAME,GlobalID,Shape__Area,Shape__Length
250,Amhara,North Gonder,30107,Tsegede,09ef9dfc-af5c-43f3-b33d-440bc316d82d,2072926036,388611.898
252,Amhara,North Gonder,30119,Tselemt,2b7a8767-ecdc-4951-b251-e9e68b0c2e48,683319069.1,206097.0792
243,Amhara,North Gonder,30109,Wegera,aeb00624-6431-436b-943f-9fb1ab192156,2017058775,271651.7022
246,Amhara,North Gonder,30116,West Belesa,e8ab9691-cb94-4ae6-bd2d-4674d975910d,1213850976,255903.8625
137,Amhara,North Shewa(R3),30513,Angolelana Tera,cb748447-d051-4b50-b972-4235ac7716c5,863370332.1,219319.0955
139,Amhara,North Shewa(R3),30515,Ankober,6093ff32-c3a9-4703-94d2-f8a1c05a7445,728892869.5,135484.0106
140,Amhara,North Shewa(R3),30507,Antsokiya,0b475a28-4b47-4669-8aac-bb452046924d,395486010.8,120580.5186
142,Amhara,North Shewa(R3),30514,Assagirt,3a993ddd-40cd-4fd0-b8b8-e4aff0462055,533813289.9,134449.2869
539,Amhara,North Shewa(R3),30519,Basona Worena,b6854b88-f5ba-4533-a346-9d6cc51fe5a5,1401723055,260300.5083
148,Amhara,North Shewa(R3),30517,Berehet,79dba8b8-c627-42a1-9c28-b99c5c5a1bf4,801593518.2,141777.1582
173,Amhara,North Shewa(R3),30508,Eferatana Gidem,0b353c5c-1812-4be7-898d-061ab8b4a386,527314258,154759.9029
540,Amhara,North Shewa(R3),30503,Ensaro,beb62d8e-be30-4de9-9bda-910ff0e00ddf,412934726.4,103840.2829
183,Amhara,North Shewa(R3),30506,Gishe Rabel,5c25d2e5-03d4-4020-8698-c3c0aa90f757,700569465.6,135505.1995
192,Amhara,North Shewa(R3),30516,Hagere Mariam,54ab4288-0799-4173-ba88-5d58ecddedd5,711012585.6,140006.0365
201,Amhara,North Shewa(R3),30512,Kewet,37b21cb7-a9b7-4944-9a50-de192dd94465,763208238.3,171848.2726
181,Amhara,North Shewa(R3),30505,Menz Gera Midir,acb175d4-ef70-4913-a24b-b412bd7f5a8a,1139918317,191884.8811
202,Amhara,North Shewa(R3),30521,Menz Keya Gabriel,47550539-a4c4-4f47-b51d-865e9622248a,566551647.8,141481.8875
214,Amhara,North Shewa(R3),30522,Menz Lalo Midir,cfce810e-999a-4738-b9f8-796299f261c6,390744483.9,116314.5746
215,Amhara,North Shewa(R3),30509,Menz Mama Midir,34efa364-0e84-43d3-aeb6-90b13c9b8bdf,666254683.6,167576.3572
216,Amhara,North Shewa(R3),30502,Merahbete,347f585c-62ce-4957-9487-7e921aff7765,1061959576,192516.0042
219,Amhara,North Shewa(R3),30501,Mimo Weremo,a9f1d153-4820-4c88-bc35-e7376deb836b,880045266.6,153025.0421
220,Amhara,North Shewa(R3),30518,Minjar Shenkora,75f18419-0fdb-4dfe-af47-2177e9454e00,1750835412,220359.5551
222,Amhara,North Shewa(R3),30511,Mojan Wedera,5a4bcb2c-713b-46d7-9feb-614c575995e3,643861589.9,149311.4771
223,Amhara,North Shewa(R3),30504,Moretna Jiru,5975159e-c268-42c5-b8e7-2e8dbe1aea44,730908964.7,141865.2514
233,Amhara,North Shewa(R3),30523,Siya Debirna Wayu,803afedc-6f64-4ed7-8e63-fe4bfa077014,492230030.4,157658.162
237,Amhara,North Shewa(R3),30510,Tarema Ber,f0d1eeeb-7219-4037-bbe0-18b82ab6b15c,611639481.6,176752.8212
151,Amhara,North Wollo,30301,Bugna,e68904b2-a4b8-4d45-b058-a9bdf3302cac,1257184134,162688.8404
157,Amhara,North Wollo,30311,Dawunt,2c96e7e4-4dca-44d5-bf77-a4a409c7a615,648303273,127974.7125
165,Amhara,North Wollo,30306,Delanta,6cb0848c-75f3-4727-bcb5-19f330ff0e1d,1107057549,185504.487
182,Amhara,North Wollo,30303,Gidan,f024c4bb-08a8-4d98-a51d-c01f8b6b56d6,1294396436,199928.0214
189,Amhara,North Wollo,30307,Guba Lafto,c2230863-90c1-48b2-91a3-8641e5cb1b61,1059975256,252823.1996
191,Amhara,North Wollo,30308,Habru,8f1d8b30-9ff3-4689-aa47-0b3049fe854f,1417883816,201444.1268
255,Amhara,North Wollo,30302,Kobo,7e007362-3219-45cf-a0b5-7062a6d1a472,2046051943,237151.5197
204,Amhara,North Wollo,30310,Lasta (Ayna),07a74765-dcda-4304-8555-cc6e6e113e30,1132474126,202082.445
213,Amhara,North Wollo,30304,Meket,4651b98f-a6be-4775-b3a3-6bc7c2db3860,1994559542,263308.3583
241,Amhara,North Wollo,30305,Wadla,e785391a-bb2f-4675-ae5b-e1888ddd5da1,883636840.6,176624.1572
256,Amhara,Oromia,31004,Artuma Fursi,336db32e-ea8b-4cce-921c-6e1e16fc642a,668198230.4,139307.0859
147,Amhara,Oromia,31002,Bati,ba862cdb-410f-44fd-97b4-05cb0e8d8815,1194865708,185697.6665
153,Amhara,Oromia,31001,Chefa Gula,d4e0ae27-44f6-47c3-a00e-58f0a0ee7f24,690794894.9,178158.4481
257,Amhara,Oromia,31005,Dewa Harewa,a9de0e26-4615-48f2-adf8-9fd114e3a41b,495303896.2,110649.5515
198,Amhara,Oromia,31003,Jille Timuga,a8b9d44f-a8d2-4f03-90c9-3e3d493e43d4,893313774.5,147582.7039
168,Amhara,South Gonder,30209,Dera,475cd5af-6a33-426c-92fd-38463f80df47,1645107119,277886.5848
170,Amhara,South Gonder,30208,East Esite,ccd8e6f2-c016-4b25-b277-f78ff509997d,1326513753,289771.3817
172,Amhara,South Gonder,30201,Ebenat,6854bbe1-e212-4dc3-afcb-c56bc4fbb9c6,2645703797,263113.9148
178,Amhara,South Gonder,30204,Farta,c2f1a941-acc7-4a29-bd60-61f18ef4ff7e,1274590427,180081.2171
179,Amhara,South Gonder,30203,Fogera,3bbca180-0cfb-4915-8720-cc8fcd61e0b6,1154208603,209282.7796
206,Amhara,South Gonder,30205,Lay Gayint,9454b720-36e1-41be-b216-c3410dbb84ea,1606900321,228032.1853
209,Amhara,South Gonder,30202,Libo Kemkem,a809d60c-ab87-4696-b755-85eb6e9b167e,1070266854,219402.3907
232,Amhara,South Gonder,30207,Simada,f3ab722a-3e96-41d4-849f-3e816dc1b61e,2333217341,236105.741
235,Amhara,South Gonder,30206,Tach Gayint,c99b6796-260b-4519-baf1-b0757740eb89,836916498.2,156349.6022
240,Amhara,South Gonder,30211,West Esite,8201a8e6-7943-4b78-9d11-d4a68491bfc3,966568446.5,154561.326
133,Amhara,South Wollo,30408,Albuko,5a38ad41-1aeb-4acf-8a8f-b2111e7afd3b,485209240.5,134712.8828
135,Amhara,South Wollo,30404,Ambasel,84f9137d-eaa8-47f0-9b05-c233ddd24aa4,946007661.4,170715.7247
161,Amhara,South Wollo,30412,Debresina,ee99d263-6161-49e5-a583-c74fa11d4e39,1031391002,152969.8706
169,Amhara,South Wollo,30409,Dessie Zuria,2b481059-90a6-4081-9dd4-986765fb83eb,1269581116,279183.2201
195,Amhara,South Wollo,30414,Jama,92e3ba3d-ac9b-4413-aa21-22b9959e610c,1085409364,171438.7015
199,Amhara,South Wollo,30407,Kalu,8cfcb0ac-9dcf-42b4-95f9-31a90b4b9a95,974382201.1,224172.383
200,Amhara,South Wollo,30413,Kelela,1fbe187b-d082-4059-931f-772ccc44a521,1650827612,202975.2103
203,Amhara,South Wollo,30403,Kutaber,16a91570-dc26-490a-b847-8226a3e6f766,773295640.7,141036.8326
207,Amhara,South Wollo,30410,Legambo,f8d9ac27-0e0e-4f78-a77e-73cd759c95b6,1032657970,215559.6136
208,Amhara,South Wollo,30420,Legehida,519f4ed2-0785-47ad-888e-468f1e015f17,402604102.3,92003.19423
211,Amhara,South Wollo,30419,Mehal Sayint,d407b3db-6810-4f4b-8dfe-07993e3d3a50,644953814.3,110989.5635
212,Amhara,South Wollo,30401,Mekdela,9e068bf0-c861-4e24-be62-4d3433e07d0d,1542410703,211516.9793
227,Amhara,South Wollo,30411,Sayint,dea1a937-d0e6-4921-8ef8-c8a9bb7eef85,1539185172,216086.3709
238,Amhara,South Wollo,30402,Tenta,b2a3889e-265d-4b74-a677-d56d5814b339,1392363023,214325.0424
239,Amhara,South Wollo,30405,Thehulederie,dc70a4e2-b104-47db-8c94-6e4ded6ebd26,479241928,116275.4713
242,Amhara,South Wollo,30416,Wegde,e79f35e2-4e23-4a79-9532-72cded6b5c9e,1147600424,180052.9333
245,Amhara,South Wollo,30415,Were Ilu,fdf5b301-1315-4fb0-aa82-b25237cb6f8f,797413167.4,187612.3278
247,Amhara,South Wollo,30406,Worebabu,49dbf963-e4de-45ab-a050-56af8c983dd3,788898346.1,128132.4849
141,Amhara,Special Woreda,31201,Argoba,cd3d5aca-88e7-4016-bcac-b065c154d433,322953002.2,109324.324
253,Amhara,Wag Himra,30805,Abergele,2e2fcf0a-99d2-43f6-804e-ec7110a197cf,1600212843,290487.1215
163,Amhara,Wag Himra,30803,Dehana,0c64b8f0-aa68-4307-b08d-dd81d83647ad,1782278292,195437.5826
180,Amhara,Wag Himra,30804,Gaz Gibla,d4ebb711-7f5f-450a-a467-f1957e02d953,1003252895,167943.2226
226,Amhara,Wag Himra,30806,Sahla,e6e1d345-bd83-4587-8d39-fc25972575e7,1218529576,219132.3243
254,Amhara,Wag Himra,30802,Sekota,f6c2fe27-d2b3-4fe3-808a-e32000f726a8,2054864136,250258.8459
249,Amhara,Wag Himra,30801,Ziquala,df9fe01a-902e-4d2e-9ced-10fa197b0eea,1794761457,264309.9042
144,Amhara,West Gojam,30702,Bahirdar Zuria,2ed8e5fd-1a17-4253-ad1f-90a5a7a0a836,1612755929,361195.4802
152,Amhara,West Gojam,30710,Bure,bb39ee50-dfdb-47e9-8e54-a43e95c5e16c,835640633.3,229175.3844
132,Amhara,West Gojam,30713,Debub Achefer,ba79b54b-a762-4112-9f0d-60c9c7e708e0,1256251826,235073.844
162,Amhara,West Gojam,30707,Dega Damot,a98a1f78-bd65-4128-a5bc-7395f93b0193,859422493.3,181922.0493
166,Amhara,West Gojam,30708,Dembecha,a7061498-81d4-49a5-b210-d10a377f57e0,1002842622,202343.0715
194,Amhara,West Gojam,30709,Jabi Tehnan,b12fa89f-d977-4a08-8545-25e2566f339d,1253189753,223521.3339
210,Amhara,West Gojam,30704,Mecha,b32e7a95-52f1-4878-b52a-708e3063ec46,1574273427,251526.6256
225,Amhara,West Gojam,30706,Quarit,d90ccfbb-c7bc-4d92-bffe-4b978a6587a3,642403031.3,168175.8275
228,Amhara,West Gojam,30705,Sekela,dcd8ec2f-eeba-4500-a6f4-9015a6d5545d,799930531.2,201639.6263
229,Amhara,West Gojam,30701,Semen Achefer,a1e66a69-a308-449f-9828-a33b3b18ae04,1222680849,235467.0745
244,Amhara,West Gojam,30711,Wemberma,258125a3-9fc7-4fd3-8917-e281940d63d2,1404526702,205607.6414
248,Amhara,West Gojam,30703,Yilmana Densa,fd712f81-7aa3-4fb1-ac32-07f341e306e6,1463307212,211370.084
129,Beneshangul Gumu,Asosa,60303,Assosa,bb91e13f-c295-4ea5-8a36-a9037ceeb6fb,3087876136,303848.185
131,Beneshangul Gumu,Asosa,60305,Bambasi,ad89667b-d72d-4a42-950f-ef501f534042,1379606708,198631.0959
124,Beneshangul Gumu,Asosa,60306,Bilidigilu,9004618c-23fc-413a-90f1-b5591b399286,1657427929,236936.4002
127,Beneshangul Gumu,Asosa,60307,Homosha,693bc994-1e3c-45ac-b330-2b8094e873bd,649097665.1,122904.0673
128,Beneshangul Gumu,Asosa,60302,Kurmuk,31c777b4-0695-4249-b0e3-0825d1097afe,1308696381,175977.5619
130,Beneshangul Gumu,Asosa,60308,Maokomo Special,ae3da37e-6d76-40d1-a3d0-6d4c27a4f5c0,3114641344,274950.5001
126,Beneshangul Gumu,Asosa,60301,Menge,d1179652-a34d-47a4-96e5-e4531d0c8a3f,1587334074,181469.6663
125,Beneshangul Gumu,Asosa,60304,Sherkole,a31d7841-ca11-4d4a-a936-b881d1ccb362,2159753520,242600.4934
121,Beneshangul Gumu,Kemashi,60404,Agalometi,1301add9-8213-4910-91ef-b5806b0c7ba2,1813063621,215723.6087
119,Beneshangul Gumu,Kemashi,60405,Bio Jiganifado,189788cf-44cf-4959-b1f7-a9b0ed46ce47,1699161757,310354.1736
122,Beneshangul Gumu,Kemashi,60405,Bio Jiganifado,d454270d-dfe8-443b-a264-057455740030,19170662.26,19073.47965
120,Beneshangul Gumu,Kemashi,60403,Kamashi,9fa90f69-88cc-4764-a86f-fa356971a072,1494060418,242362.4177
123,Beneshangul Gumu,Kemashi,60402,Sirba Abay,148303b2-0960-44fa-babe-0c4a875d0a2e,2760509238,417729.1395
117,Beneshangul Gumu,Kemashi,60401,Yaso,c83791ee-5b87-41ed-95da-e1268e416d48,2694869398,424469.0861
116,Beneshangul Gumu,Metekel,60207,Bulen,ee7f048b-d3f4-48b4-ab2a-3c817954606a,3132527394,304973.4272
113,Beneshangul Gumu,Metekel,60201,Dangura,36a4bae4-8f46-404b-a824-c4e6759e9c00,5245646343,386689.1344
115,Beneshangul Gumu,Metekel,60205,Dibat,9b1fef47-464e-4f5c-841c-e678589e3e03,2325063158,298699.8222
111,Beneshangul Gumu,Metekel,60202,Guba,b0511191-5c30-4a81-b52b-875b26a9fdb6,7277717560,496894.4793
114,Beneshangul Gumu,Metekel,60204,Mandura,cf963e4a-19b9-4e1d-afa9-70b94a2b649e,1125010888,207695.1917
112,Beneshangul Gumu,Metekel,60206,Pawe Special,c351cdb2-2aa5-4c38-b370-ef8ed01fcdbe,568670378.1,142137.3447
118,Beneshangul Gumu,Metekel,60203,Wenbera,d91e79d2-6cc4-438b-9882-6cd4b141a3d7,7179730794,412286.3648
52,Dire Dawa,Dire Dawa,150102,Dire Dawa,b82397c5-a1b2-41a9-a54c-0dce4e6404ea,999675279.9,218752.9965
47,Dire Dawa,Dire Dawa,150101,Dire Dawa/Town,b5599cbf-2392-4908-ad8d-05e7a4dfd4d4,90958146.77,39292.79406
106,Gambela,Agnuak,120201,Abobo,7045d6aa-32e9-4bf0-ab17-5ed9c4a1f50c,3184459663,333988.0773
110,Gambela,Agnuak,120205,Dima,1ae5cc1c-22b6-4228-8445-667bb0060d62,7933334801,524108.5534
103,Gambela,Agnuak,120207,Etang,df041065-4552-4dac-9837-c7490adab368,2262623312,236465.8239
104,Gambela,Agnuak,120202,Gambela Zuria,b0018552-5320-42ee-8026-5d8dba5e465d,3453478315,325739.9982
102,Gambela,Agnuak,120200,Gambella Wild Life Reserve,96ceaafc-bcf3-4854-b0ca-6ceb5def5e73,487388679.7,100937.4551
107,Gambela,Agnuak,120203,Goge,6e31fd2d-4ae2-4ba3-869b-a2c1714c0bc2,3298708039,326016.2817
105,Gambela,Agnuak,120204,Jore,7435e1cf-f455-442a-b0c8-da6138187770,3466542576,317542.9153
109,Gambela,Mezhenger,120301,Godere,582a5556-504d-44d2-9782-cbe6f0e82e91,596928075.8,174731.6137
108,Gambela,Mezhenger,120208,Mengesh,354d1663-ebcc-4cf7-9b53-71ae583eba8a,1785908890,225626.4968
99,Gambela,Nuer,120101,Akobo,5aa588ea-9b88-4f32-9b59-b99972701e23,2175128178,222668.272
100,Gambela,Nuer,120103,Jikawo,218a944f-9ff9-4a9e-8d3b-167f94379e82,1141834660,153052.7366
101,Gambela,Nuer,120102,Lare,623ed708-e953-4af0-aaa7-26bab39310e5,687524772.3,134580.8738
98,Gambela,Nuer,120104,Wantawo,21af5aaf-2a7c-405a-99a2-cdc80fc310a7,916420657.4,167353.4164
55,Hareri,Hareri,130101,Harar,44ab41f5-7b66-47b7-b6a9-25b516a11fc4,383189672.4,85627.67829
398,Oromia,Arsi,40810,Amigna,24cb0e56-62b2-40a9-811a-82efe3061299,1374951058,255942.3274
378,Oromia,Arsi,40802,Aseko,4b9b5127-bc21-4bf3-8422-a329e6a0f173,544145659.1,101049.7129
486,Oromia,Arsi,40823,Bele Gesgar,66dbd1dd-e118-4b83-a3f9-32975797587f,720705401.7,185872.0293
388,Oromia,Arsi,40809,Chole,674eeb81-8fd9-4cd2-84ad-d76278c62349,614162159.7,121095.107
408,Oromia,Arsi,40815,Degeluna Tijo,9c8b818f-1e71-47c5-92ce-126cd3b7532e,997542276.3,134422.4522
483,Oromia,Arsi,40822,Diksis,54a7ab2f-6168-4de9-8881-d7943749d3a5,442960971.6,121500.5559
480,Oromia,Arsi,40805,Dodota,75a46681-f0a7-40ee-8ee6-455de7fd52fc,471148891.8,137267.2514
379,Oromia,Arsi,40803,Gololcha Arsi,3c7bb3e7-c4ec-48a5-aeec-14872d8a49e9,1746090741,187743.9386
485,Oromia,Arsi,40819,Guna,b1ad3e71-9db6-4daa-aef6-28cc2ca81f03,525863502.3,130896.3255
393,Oromia,Arsi,40807,Hitosa,751b55d2-52e9-405f-b1a5-90df26a0b66f,718354209.4,141301.9502
484,Oromia,Arsi,40824,Inkolo Wabe,b9f30738-2938-49fb-b32c-8d3cfe9259fd,319133823,105209.2824
381,Oromia,Arsi,40804,Jeju,a8c202ac-c371-41f3-9192-e933f7aab983,820154346.5,138044.3227
417,Oromia,Arsi,40818,Limu Bilbilo,333888b3-eec5-45a6-853c-0770d230339a,1230770717,183522.6266
481,Oromia,Arsi,40821,Lude Hitosa,2293165a-9d16-46fe-a7e4-fcfbfd7fcd66,544832759.5,112885.1584
364,Oromia,Arsi,40801,Merti,c3482368-a485-485d-a2ef-022a7ddde079,1103580170,182255.9313
411,Oromia,Arsi,40817,Munessa,f610a5f1-96e0-4a69-ba10-1d9c1578147b,1065141222,167013.8783
404,Oromia,Arsi,40812,Robe,0c7c22ae-467a-4003-bc02-ac71b8745e67,1342053585,240103.8423
407,Oromia,Arsi,40811,Seru,5a9f822c-f869-4852-8d9e-b288dadda245,1695061645,225996.6163
